Invoice ID,Product line,Unit price thb,Quantity,Total thb,Date,Time,Rating
592-46-1692,Food and beverages,425.422,3,1276.266,1/11/2019,20:10,8
434-35-9162,Food and beverages,269.966,2,539.932,2/4/2019,18:53,8
149-14-0304,Health and beauty,329.65,1,329.65,2/6/2019,14:24,7
442-44-6497,Home and lifestyle,642.991,4,2571.964,1/8/2019,11:42,6
174-64-0215,Sports and travel,806.775,2,1613.55,3/5/2019,17:49,9
210-74-9613,Fashion accessories,1124.974,1,1124.974,3/16/2019,15:33,7
299-29-0180,Home and lifestyle,603.78,1,603.78,3/9/2019,10:54,10
247-11-2470,Fashion accessories,258.168,1,258.168,3/1/2019,16:23,5
635-28-5728,Health and beauty,647.849,2,1295.698,2/28/2019,19:33,5
756-49-0168,Fashion accessories,227.979,4,911.916,2/8/2019,11:39,10
438-23-1242,Electronic accessories,877.91,2,1755.82,1/24/2019,10:38,9
238-45-6950,Food and beverages,621.477,2,1242.954,3/1/2019,20:03,7
607-65-2441,Health and beauty,948.004,3,2844.012,3/10/2019,12:39,6
386-27-7606,Home and lifestyle,939.329,1,939.329,3/23/2019,15:59,9
137-63-5492,Electronic accessories,679.773,2,1359.546,1/29/2019,14:26,9
197-77-7132,Electronic accessories,1059.044,1,1059.044,1/12/2019,18:22,6
805-86-0265,Home and lifestyle,1086.804,5,5434.02,3/20/2019,11:32,10
733-29-1227,Home and lifestyle,643.338,3,1930.014,3/23/2019,12:41,9
451-73-2711,Food and beverages,981.316,3,2943.948,1/14/2019,15:20,9
373-14-0504,Sports and travel,828.636,5,4143.18,2/12/2019,14:33,9
546-80-2899,Home and lifestyle,436.179,4,1744.716,2/20/2019,15:29,10
345-68-9016,Sports and travel,366.432,1,366.432,1/2/2019,16:19,6
390-17-5806,Food and beverages,444.507,5,2222.535,2/2/2019,16:33,9
457-13-1708,Fashion accessories,754.725,2,1509.45,1/8/2019,19:07,6
664-14-2882,Home and lifestyle,121.797,3,365.391,1/30/2019,14:43,6
487-79-6868,Home and lifestyle,142.27,4,569.08,3/26/2019,19:28,8
314-23-4520,Health and beauty,939.676,3,2819.028,1/15/2019,20:44,9
210-30-7976,Fashion accessories,258.168,2,516.336,3/14/2019,11:16,5
585-86-8361,Food and beverages,315.77,5,1578.85,2/3/2019,10:31,9
807-14-7833,Electronic accessories,201.607,4,806.428,2/22/2019,12:30,7
775-72-1988,Home and lifestyle,847.721,2,1695.442,1/24/2019,15:05,9
288-38-3758,Fashion accessories,981.663,2,1963.326,1/25/2019,18:30,8
652-43-6591,Fashion accessories,1125.321,3,3375.963,3/9/2019,13:18,7
785-96-0615,Electronic accessories,413.624,3,1240.872,2/17/2019,15:28,5
406-46-7107,Home and lifestyle,1116.646,2,2233.292,1/11/2019,11:52,5
250-17-5703,Food and beverages,218.263,5,1091.315,2/27/2019,18:24,6
156-95-3964,Food and beverages,640.909,1,640.909,3/25/2019,15:19,8
842-40-8179,Food and beverages,893.178,4,3572.712,2/11/2019,10:38,6
525-09-8450,Electronic accessories,834.535,3,2503.605,1/31/2019,15:12,5
410-67-1709,Fashion accessories,739.11,2,1478.22,1/20/2019,17:48,10
587-73-4862,Health and beauty,123.879,1,123.879,3/26/2019,11:07,8
787-87-2010,Health and beauty,641.95,2,1283.9,1/20/2019,15:48,7
593-14-4239,Home and lifestyle,1104.154,2,2208.308,3/5/2019,19:40,5
801-88-0346,Fashion accessories,879.992,5,4399.96,1/5/2019,20:30,10
388-76-2555,Sports and travel,158.579,3,475.737,2/13/2019,13:59,7
711-31-1234,Electronic accessories,1106.236,1,1106.236,3/16/2019,18:51,8
886-54-6089,Home and lifestyle,132.207,3,396.621,1/15/2019,17:24,8
707-32-7409,Sports and travel,1105.195,1,1105.195,2/26/2019,11:58,5
759-98-4285,Health and beauty,993.461,3,2980.383,2/27/2019,19:01,8
201-63-8275,Sports and travel,786.649,2,1573.298,2/17/2019,16:50,6
471-06-8611,Food and beverages,606.556,3,1819.668,2/6/2019,10:22,7
200-16-5952,Food and beverages,759.583,2,1519.166,1/17/2019,16:46,6
120-54-2248,Food and beverages,333.814,1,333.814,1/22/2019,18:08,8
102-77-2261,Health and beauty,755.419,5,3777.095,3/5/2019,18:02,5
875-31-8302,Sports and travel,1080.211,4,4320.844,1/3/2019,13:07,10
102-06-2002,Sports and travel,292.174,4,1168.696,3/20/2019,17:52,7
457-94-0464,Electronic accessories,1016.363,5,5081.815,1/31/2019,20:32,6
629-42-4133,Health and beauty,252.269,3,756.807,2/19/2019,19:24,9
534-53-3526,Sports and travel,1096.173,1,1096.173,2/11/2019,16:06,8
307-04-2070,Fashion accessories,354.287,3,1062.861,2/5/2019,14:14,5
468-99-7231,Home and lifestyle,509.049,3,1527.147,3/3/2019,17:36,9
516-77-6464,Health and beauty,117.633,2,235.266,2/24/2019,13:08,5
404-91-5964,Electronic accessories,862.642,3,2587.926,2/4/2019,16:09,9
886-77-9084,Electronic accessories,831.759,5,4158.795,2/19/2019,11:33,6
790-38-4466,Health and beauty,127.349,4,509.396,1/23/2019,10:18,10
704-10-4056,Health and beauty,699.552,1,699.552,1/14/2019,10:55,6
497-37-6538,Sports and travel,681.508,5,3407.54,1/17/2019,15:15,10
651-96-5970,Fashion accessories,536.809,5,2684.045,3/3/2019,20:06,4
400-80-4065,Health and beauty,792.895,2,1585.79,2/15/2019,20:21,10
744-16-7898,Home and lifestyle,1126.362,3,3379.086,1/15/2019,13:48,5
263-12-5321,Electronic accessories,1071.189,4,4284.756,2/27/2019,12:52,10
702-72-0487,Electronic accessories,539.238,5,2696.19,2/26/2019,12:28,7
605-83-1050,Fashion accessories,314.382,1,314.382,3/15/2019,16:26,5
443-60-9639,Home and lifestyle,704.063,3,2112.189,1/24/2019,13:24,6
864-24-7918,Sports and travel,283.499,2,566.998,2/22/2019,15:15,9
359-94-5395,Health and beauty,1073.271,1,1073.271,3/15/2019,10:50,10
401-09-4232,Home and lifestyle,1002.83,5,5014.15,2/11/2019,18:38,10
751-15-6198,Sports and travel,266.149,5,1330.745,1/12/2019,16:45,8
324-41-6833,Electronic accessories,349.429,2,698.858,3/3/2019,19:30,6
474-33-8305,Fashion accessories,779.709,3,2339.127,3/23/2019,13:23,7
759-29-9521,Fashion accessories,566.304,1,566.304,3/4/2019,11:27,8
831-81-6575,Electronic accessories,874.44,2,1748.88,2/23/2019,11:12,8
220-68-6701,Home and lifestyle,896.301,5,4481.505,3/17/2019,16:36,5
618-34-8551,Sports and travel,1077.782,3,3233.346,1/16/2019,18:41,9
257-60-7754,Electronic accessories,581.225,1,581.225,1/8/2019,17:12,9
559-61-5987,Health and beauty,205.424,3,616.272,1/14/2019,10:38,9
189-55-2313,Fashion accessories,719.331,4,2877.324,1/31/2019,10:33,6
565-91-4567,Health and beauty,124.573,1,124.573,3/15/2019,14:38,7
380-60-5336,Electronic accessories,465.674,1,465.674,2/24/2019,18:06,5
815-04-6282,Sports and travel,751.602,5,3758.01,2/8/2019,12:52,7
674-56-6360,Electronic accessories,1100.684,5,5503.42,3/22/2019,14:00,6
778-34-2523,Electronic accessories,562.487,2,1124.974,1/24/2019,10:57,5
499-27-7781,Food and beverages,615.578,2,1231.156,3/14/2019,16:45,5
477-59-2456,Fashion accessories,525.705,3,1577.115,1/23/2019,11:15,10
832-51-6761,Food and beverages,392.11,5,1960.55,1/19/2019,20:29,10
869-11-3082,Health and beauty,1112.482,2,2224.964,1/27/2019,20:03,9
190-59-3964,Food and beverages,545.484,1,545.484,2/3/2019,14:35,6
366-43-6862,Electronic accessories,611.761,4,2447.044,3/25/2019,16:32,7
186-43-8965,Home and lifestyle,551.73,1,551.73,2/24/2019,10:10,5
784-21-9238,Sports and travel,117.633,5,588.165,2/7/2019,14:15,6
276-75-6884,Health and beauty,794.977,3,2384.931,3/4/2019,10:05,9
109-86-4363,Sports and travel,695.041,4,2780.164,2/14/2019,11:36,5
569-76-2760,Sports and travel,254.698,5,1273.49,1/29/2019,18:15,7
222-42-0244,Health and beauty,834.188,3,2502.564,1/28/2019,13:53,8
760-53-9233,Fashion accessories,477.472,2,954.944,3/26/2019,18:37,9
538-22-0304,Electronic accessories,751.255,2,1502.51,3/24/2019,18:27,6
416-17-9926,Electronic accessories,858.478,1,858.478,1/1/2019,14:42,5
237-44-6163,Electronic accessories,122.144,1,122.144,1/24/2019,17:43,8
636-17-0325,Health and beauty,723.842,1,723.842,2/25/2019,18:37,10
343-75-9322,Sports and travel,137.065,4,548.26,1/9/2019,16:34,5
528-14-9470,Health and beauty,1056.268,4,4225.072,2/14/2019,14:42,10
427-45-9297,Home and lifestyle,471.226,3,1413.678,3/12/2019,11:01,6
807-34-3742,Fashion accessories,605.862,5,3029.31,3/26/2019,19:44,6
288-62-1085,Fashion accessories,445.895,2,891.79,1/9/2019,13:34,6
670-71-7306,Sports and travel,516.336,5,2581.68,1/2/2019,20:08,6
660-29-7083,Electronic accessories,646.461,3,1939.383,1/15/2019,15:01,6
271-77-8740,Sports and travel,337.978,1,337.978,1/1/2019,11:40,5
497-36-0989,Fashion accessories,601.004,1,601.004,2/15/2019,15:21,8
291-59-1384,Electronic accessories,697.47,4,2789.88,2/28/2019,17:38,6
860-73-6466,Sports and travel,456.652,5,2283.26,3/2/2019,16:16,5
549-23-9016,Food and beverages,172.112,5,860.56,2/13/2019,18:15,9
896-34-0956,Fashion accessories,246.717,5,1233.585,1/26/2019,12:43,6
804-38-3935,Electronic accessories,1084.722,4,4338.888,1/30/2019,11:32,6
585-90-0249,Electronic accessories,847.374,3,2542.122,1/27/2019,18:08,10
862-29-5914,Sports and travel,258.862,4,1035.448,1/30/2019,17:08,9
845-94-6841,Food and beverages,843.21,1,843.21,1/8/2019,19:38,4
125-45-2293,Fashion accessories,1146.488,4,4585.952,1/19/2019,13:11,5
843-73-4724,Fashion accessories,857.09,1,857.09,1/25/2019,11:05,10
409-33-9708,Fashion accessories,1139.201,3,3417.603,2/19/2019,10:12,10
658-66-3967,Health and beauty,615.231,1,615.231,1/14/2019,15:42,5
866-70-2814,Electronic accessories,610.72,5,3053.6,2/25/2019,11:58,10
160-22-2687,Health and beauty,1110.053,3,3330.159,1/23/2019,14:21,9
895-03-6665,Fashion accessories,422.299,5,2111.495,2/16/2019,10:52,5
770-42-8960,Food and beverages,244.288,1,244.288,1/1/2019,19:31,7
748-45-2862,Home and lifestyle,327.568,2,655.136,3/7/2019,18:35,9
234-36-2483,Health and beauty,666.24,1,666.24,2/15/2019,13:51,6
316-66-3011,Food and beverages,551.036,1,551.036,1/23/2019,12:35,5
848-95-6252,Home and lifestyle,997.972,4,3991.888,2/20/2019,13:24,7
840-76-5966,Sports and travel,147.822,2,295.644,1/8/2019,18:06,8
152-03-4217,Home and lifestyle,130.472,5,652.36,3/17/2019,11:55,5
533-66-5566,Home and lifestyle,590.941,2,1181.882,1/12/2019,11:42,7
124-31-1458,Electronic accessories,920.591,5,4602.955,1/8/2019,14:30,7
176-78-1170,Health and beauty,391.069,3,1173.207,1/26/2019,15:11,8
361-59-0574,Sports and travel,1047.246,5,5236.23,3/15/2019,14:48,7
101-81-4070,Health and beauty,726.618,1,726.618,1/17/2019,12:36,5
631-34-1880,Food and beverages,281.417,1,281.417,1/8/2019,19:09,5
852-82-2749,Sports and travel,747.091,3,2241.273,1/6/2019,13:35,10
873-14-6353,Food and beverages,287.316,5,1436.58,2/16/2019,10:33,8
584-66-4073,Fashion accessories,653.748,3,1961.244,3/13/2019,15:45,10
544-55-9589,Electronic accessories,248.105,3,744.315,1/28/2019,11:51,7
166-19-2553,Sports and travel,1030.243,2,2060.486,1/18/2019,17:26,10
737-88-5876,Home and lifestyle,269.619,3,808.857,3/19/2019,11:52,6
154-87-7367,Home and lifestyle,755.072,5,3775.36,3/15/2019,14:04,7
885-56-0389,Fashion accessories,605.515,4,2422.06,2/12/2019,17:49,4
608-05-3804,Electronic accessories,459.775,2,919.55,2/25/2019,20:19,7
448-61-3783,Electronic accessories,1041.347,1,1041.347,3/21/2019,16:08,5
761-49-0439,Electronic accessories,140.188,4,560.752,1/19/2019,10:17,9
490-95-0021,Food and beverages,384.129,2,768.258,1/8/2019,14:25,6
115-38-7388,Fashion accessories,117.98,5,589.9,3/30/2019,12:51,10
311-13-6971,Sports and travel,370.249,5,1851.245,2/20/2019,15:18,10
291-55-6563,Home and lifestyle,398.356,2,796.712,3/30/2019,12:45,8
548-48-3156,Food and beverages,963.966,4,3855.864,3/19/2019,13:37,8
460-93-5834,Sports and travel,527.44,5,2637.2,1/13/2019,10:03,5
325-89-4209,Food and beverages,1016.71,4,4066.84,2/5/2019,19:42,7
884-80-6021,Electronic accessories,849.803,2,1699.606,3/23/2019,13:14,10
137-74-8729,Fashion accessories,141.229,4,564.916,3/13/2019,12:47,7
880-46-5796,Sports and travel,889.708,2,1779.416,3/17/2019,19:53,6
389-70-2397,Health and beauty,967.783,1,967.783,2/21/2019,10:26,8
114-35-5271,Electronic accessories,670.057,2,1340.114,2/7/2019,15:06,9
607-76-6216,Fashion accessories,1069.801,2,2139.602,3/2/2019,16:35,9
715-20-1673,Electronic accessories,328.262,4,1313.048,3/6/2019,20:57,10
811-35-1094,Electronic accessories,583.654,3,1750.962,2/6/2019,15:16,9
699-88-1972,Health and beauty,1147.182,2,2294.364,1/28/2019,17:47,5
781-84-8059,Fashion accessories,702.675,1,702.675,1/18/2019,16:23,5
409-49-6995,Food and beverages,546.872,4,2187.488,2/5/2019,10:17,9
725-54-0677,Health and beauty,990.338,4,3961.352,3/2/2019,13:50,6
146-09-5432,Food and beverages,405.296,1,405.296,2/9/2019,19:17,5
377-79-7592,Electronic accessories,518.765,2,1037.53,1/14/2019,14:00,8
509-10-0516,Home and lifestyle,531.951,3,1595.853,2/9/2019,12:02,6
595-94-9924,Health and beauty,320.975,2,641.95,3/26/2019,20:21,5
865-41-9075,Food and beverages,133.595,5,667.975,1/28/2019,17:35,9
545-07-8534,Health and beauty,674.568,1,674.568,2/14/2019,12:42,6
118-62-1812,Home and lifestyle,906.711,5,4533.555,3/24/2019,17:56,8
450-42-3339,Health and beauty,978.887,3,2936.661,2/9/2019,18:58,9
851-98-3555,Health and beauty,958.761,3,2876.283,3/24/2019,14:08,7
186-71-5196,Food and beverages,920.244,1,920.244,3/27/2019,16:30,7
624-01-8356,Home and lifestyle,566.998,4,2267.992,1/27/2019,10:44,5
313-66-9943,Food and beverages,337.284,1,337.284,3/27/2019,20:29,8
151-27-8496,Electronic accessories,649.237,3,1947.711,1/19/2019,11:43,9
453-33-6436,Home and lifestyle,1077.088,1,1077.088,2/7/2019,10:09,7
522-57-8364,Fashion accessories,594.064,4,2376.256,1/31/2019,10:00,8
459-45-2396,Food and beverages,1152.04,2,2304.08,2/25/2019,18:45,6
717-96-4189,Electronic accessories,410.501,5,2052.505,2/2/2019,12:40,5
722-13-2115,Sports and travel,495.863,3,1487.589,3/14/2019,15:36,10
749-81-8133,Fashion accessories,1095.132,4,4380.528,3/11/2019,12:04,7
777-67-2495,Home and lifestyle,797.753,3,2393.259,2/22/2019,11:26,9
636-98-3364,Electronic accessories,303.972,2,607.944,3/2/2019,12:36,7
246-55-6923,Home and lifestyle,413.971,3,1241.913,3/10/2019,15:06,6
181-82-6255,Home and lifestyle,189.462,2,378.924,2/8/2019,10:58,7
838-02-1821,Home and lifestyle,147.475,3,442.425,2/22/2019,12:10,6
887-42-0517,Sports and travel,961.884,5,4809.42,1/10/2019,10:31,7
457-12-0244,Sports and travel,407.378,5,2036.89,3/14/2019,13:49,7
226-34-0034,Electronic accessories,159.62,4,638.48,1/10/2019,11:10,9
321-49-7382,Sports and travel,1021.568,1,1021.568,2/15/2019,17:38,6
397-25-8725,Health and beauty,458.387,5,2291.935,1/13/2019,17:54,7
431-66-2305,Electronic accessories,1020.874,5,5104.37,2/15/2019,20:51,8
825-94-5922,Sports and travel,292.868,2,585.736,3/2/2019,19:26,8
641-62-7288,Home and lifestyle,1155.857,2,2311.714,3/24/2019,13:33,8
756-93-1854,Fashion accessories,964.313,2,1928.626,2/2/2019,14:05,10
243-55-8457,Food and beverages,861.254,1,861.254,2/27/2019,11:40,6
458-10-8612,Health and beauty,741.192,3,2223.576,1/20/2019,12:27,8
501-61-1753,Home and lifestyle,730.435,4,2921.74,1/3/2019,20:24,10
235-06-8510,Home and lifestyle,991.726,3,2975.178,1/24/2019,20:59,6
433-08-7822,Health and beauty,912.61,4,3650.44,1/5/2019,19:48,8
361-85-2571,Sports and travel,1035.101,4,4140.404,3/30/2019,10:18,8
131-70-8179,Health and beauty,1065.29,2,2130.58,2/17/2019,16:27,5
500-02-2261,Food and beverages,662.77,5,3313.85,3/21/2019,17:04,6
720-72-2436,Food and beverages,769.646,4,3078.584,3/2/2019,18:14,7
702-83-5291,Fashion accessories,1154.816,5,5774.08,3/27/2019,10:43,7
809-69-9497,Home and lifestyle,528.481,4,2113.924,1/19/2019,19:30,6
449-16-6770,Health and beauty,587.471,3,1762.413,2/19/2019,14:53,6
333-23-2632,Health and beauty,116.592,2,233.184,3/28/2019,20:14,5
489-82-1237,Electronic accessories,1086.11,4,4344.44,1/5/2019,11:51,8
859-97-6048,Electronic accessories,974.723,4,3898.892,3/26/2019,14:13,6
676-10-2200,Fashion accessories,622.171,5,3110.855,2/3/2019,20:13,5
373-88-1424,Home and lifestyle,414.318,3,1242.954,2/6/2019,18:44,8
365-16-4334,Food and beverages,305.707,3,917.121,2/24/2019,14:26,9
503-21-4385,Health and beauty,461.857,4,1847.428,2/21/2019,12:40,10
305-89-2768,Home and lifestyle,253.31,4,1013.24,1/9/2019,18:43,5
574-80-1489,Food and beverages,726.965,3,2180.895,2/25/2019,13:22,9
784-08-0310,Food and beverages,243.594,4,974.376,1/13/2019,13:58,8
200-40-6154,Home and lifestyle,762.359,2,1524.718,2/9/2019,11:45,6
846-10-0341,Fashion accessories,492.393,3,1477.179,1/6/2019,11:51,7
577-34-7579,Food and beverages,584.001,4,2336.004,1/10/2019,17:16,6
430-02-3888,Electronic accessories,532.298,4,2129.192,2/7/2019,15:55,8
867-47-1948,Home and lifestyle,182.869,1,182.869,1/9/2019,12:07,8
384-59-6655,Food and beverages,1141.283,4,4565.132,2/19/2019,15:07,9
256-58-3609,Fashion accessories,1063.902,5,5319.51,3/18/2019,15:29,10
324-92-3863,Electronic accessories,241.859,3,725.577,2/5/2019,18:45,10
593-08-5916,Fashion accessories,179.399,3,538.197,3/19/2019,15:23,8
364-34-2972,Electronic accessories,1120.116,2,2240.232,3/30/2019,20:37,7
794-42-3736,Food and beverages,385.517,2,771.034,1/26/2019,14:41,7
172-42-8274,Electronic accessories,442.772,3,1328.316,3/2/2019,18:18,6
558-60-5016,Home and lifestyle,385.17,1,385.17,3/4/2019,15:27,8
195-06-0432,Home and lifestyle,937.247,1,937.247,1/13/2019,12:55,10
605-03-2706,Health and beauty,182.869,1,182.869,3/25/2019,18:02,10
214-30-2776,Electronic accessories,399.05,2,798.1,3/11/2019,19:44,9
746-04-1077,Food and beverages,978.887,4,3915.548,1/1/2019,11:36,9
448-34-8700,Home and lifestyle,427.157,2,854.314,2/10/2019,13:51,7
452-04-8808,Electronic accessories,1007.341,4,4029.364,1/26/2019,15:17,6
531-56-4728,Home and lifestyle,926.49,3,2779.47,2/11/2019,15:29,6
744-82-9138,Fashion accessories,996.237,3,2988.711,2/7/2019,17:59,9
883-69-1285,Fashion accessories,577.408,2,1154.816,3/6/2019,11:55,7
221-25-5073,Food and beverages,863.683,3,2591.049,3/4/2019,10:39,9
518-71-6847,Food and beverages,307.789,1,307.789,2/26/2019,15:10,5
156-20-0370,Electronic accessories,294.603,5,1473.015,3/10/2019,18:10,6
151-33-7434,Food and beverages,783.873,3,2351.619,2/4/2019,20:43,7
728-47-9078,Food and beverages,689.489,4,2757.956,1/19/2019,12:46,10
809-46-1866,Health and beauty,672.833,3,2018.499,1/23/2019,17:44,9
139-32-4183,Sports and travel,1127.75,1,1127.75,3/14/2019,14:19,8
148-41-7930,Health and beauty,1156.204,1,1156.204,1/23/2019,10:33,7
189-40-5216,Electronic accessories,1114.911,2,2229.822,1/9/2019,11:40,6
374-38-5555,Fashion accessories,737.028,5,3685.14,2/7/2019,19:30,9
764-44-8999,Health and beauty,170.724,2,341.448,2/18/2019,14:42,5
552-44-5977,Health and beauty,717.249,1,717.249,1/3/2019,19:08,7
267-62-7380,Electronic accessories,952.515,5,4762.575,3/29/2019,19:12,5
430-53-4718,Health and beauty,872.011,1,872.011,1/28/2019,15:46,9
886-18-2897,Food and beverages,654.442,4,2617.768,3/22/2019,19:06,5
602-16-6955,Sports and travel,886.238,2,1772.476,1/24/2019,18:10,6
745-74-0715,Electronic accessories,671.445,5,3357.225,3/10/2019,20:46,9
690-01-6631,Fashion accessories,202.301,3,606.903,2/22/2019,18:35,7
652-49-6720,Electronic accessories,705.104,1,705.104,2/18/2019,11:40,6
233-67-5758,Health and beauty,466.715,1,466.715,1/29/2019,13:46,7
303-96-2227,Home and lifestyle,1126.362,3,3379.086,3/2/2019,17:16,5
727-02-1313,Food and beverages,368.514,4,1474.056,2/9/2019,13:22,8
347-56-2442,Home and lifestyle,761.318,4,3045.272,2/22/2019,15:33,5
849-09-3807,Fashion accessories,1021.915,3,3065.745,2/18/2019,13:28,7
